Title,Note,URL,Tags,Comment
Hopscotch Portland,,https://www.google.com/maps/place/Hopscotch+Portland/data=!4m2!3m1!1s0x5495a10000cec041:0x668987136e182301,,
Next Adventure Portland Paddle Sports Center,,https://www.google.com/maps/place/Next+Adventure+Portland+Paddle+Sports+Center/data=!4m2!3m1!1s0x5495a0a6daa4ebf9:0x8574945dba1049cb,🛴 Fun stores,
Portland Outdoor Store,,https://www.google.com/maps/place/Portland+Outdoor+Store/data=!4m2!3m1!1s0x54950a0661d320c5:0xdbd10edecfd9b218,🛴 Fun stores,
Schoolhouse Showroom,,https://www.google.com/maps/place/Schoolhouse+Showroom/data=!4m2!3m1!1s0x5495a0a64d198bbf:0x33ff83fc78e1b70d,🛴 Fun stores,
North Portland Bike Works,,https://www.google.com/maps/place/North+Portland+Bike+Works/data=!4m2!3m1!1s0x5495a76a4d4e04c3:0xe20c305ff0b5c5ef,🚲 Bike shops,
Joseph Wood Hill Park,,https://www.google.com/maps/place/Joseph+Wood+Hill+Park/data=!4m2!3m1!1s0x5495a115cc9282a3:0x6f6470d94e47a25a,,
The Grotto,,https://www.google.com/maps/place/The+Grotto/data=!4m2!3m1!1s0x5495a1512597471d:0xc2157262de9214aa,,
CITY NOISE RECORDS,,https://www.google.com/maps/place/CITY+NOISE+RECORDS/data=!4m2!3m1!1s0x5495a1a1f8a45d8d:0x43c45757e238d069,💽 Record stores,
Mama & Hapa's Zero Waste Shop,,https://www.google.com/maps/place/Mama+%26+Hapa's+Zero+Waste+Shop/data=!4m2!3m1!1s0x5495a7142fd0ed49:0xafae7168962397c3,,
ROSE CITY COMICS,,https://www.google.com/maps/place/ROSE+CITY+COMICS/data=!4m2!3m1!1s0x5495a758b94885a7:0x8c2af45645e3b291,🛴 Fun stores,
Kinokuniya Bookstore - Portland,,https://www.google.com/maps/place/Kinokuniya+Bookstore+-+Portland/data=!4m2!3m1!1s0x54950bfdc0eb93e3:0x60b97959c4d6719,🛴 Fun stores;📔 Stationery stores,
William Temple House Thrift Store,,https://www.google.com/maps/place/William+Temple+House+Thrift+Store/data=!4m2!3m1!1s0x549509f6d3912ce1:0x23043ae579d509ce,🏷️ Thrift & vintage,
Crossroads Trading,,https://www.google.com/maps/place/Crossroads+Trading/data=!4m2!3m1!1s0x549509f69d78572b:0x8195f97e0ae4b4ab,🏷️ Thrift & vintage,
McMenamins Chapel Pub,,https://www.google.com/maps/place/McMenamins+Chapel+Pub/data=!4m2!3m1!1s0x5495a70e4a5c9423:0x8a4167f2cd8480a9,,
Portland Farmers Market - King,,https://www.google.com/maps/place/Portland+Farmers+Market+-+King/data=!4m2!3m1!1s0x5495a719d411347d:0x49ef7f6422be5efa,🥕 Farmer’s markets,
The Drawing Studio,,https://www.google.com/maps/place/The+Drawing+Studio/data=!4m2!3m1!1s0x5495a0888b08ae4b:0xa2af3d885f11761a,,
PiPH by Paper Epiphanies,,https://www.google.com/maps/place/PiPH+by+Paper+Epiphanies/data=!4m2!3m1!1s0x5495a7506a1aaaab:0x1d6d7f87f311e609,,
Joe Bike,,https://www.google.com/maps/place/Joe+Bike/data=!4m2!3m1!1s0x5495a08d3e1e274b:0x93803db55b6ba4e0,🚲 Bike shops,
Village Merchants,,https://www.google.com/maps/place/Village+Merchants/data=!4m2!3m1!1s0x5495a086152c581f:0xc2bc94af2881d287,🏷️ Thrift & vintage,
Workshop Vintage,,https://www.google.com/maps/place/Workshop+Vintage/data=!4m2!3m1!1s0x5495a7157941544f:0xc04f6522b23f81e5,🏷️ Thrift & vintage,
Third Space,,https://www.google.com/maps/place/Third+Space/data=!4m2!3m1!1s0x5495a18478d3ae33:0x28863f0bb61040b5,🖋️ Tattoo shops,
Too Many Records,,https://www.google.com/maps/place/Too+Many+Records/data=!4m2!3m1!1s0x5495a73c1205c0b9:0xec52a302629d4642,💽 Record stores,
Clinton Street Record & Stereo,,https://www.google.com/maps/place/Clinton+Street+Record+%26+Stereo/data=!4m2!3m1!1s0x5495a083cd4df2bf:0xb8fd779f22376ba0,💽 Record stores,
Telephone Vintage,,https://www.google.com/maps/place/Telephone+Vintage/data=!4m2!3m1!1s0x54950b75d4a795e7:0xe274f17536e7447c,🏷️ Thrift & vintage,
Alien Mermaid Cove,,https://www.google.com/maps/place/Alien+Mermaid+Cove/data=!4m2!3m1!1s0x5495a7a9c717aa53:0x414419f1af02cf43,🏷️ Thrift & vintage,
Experimental Vintage,,https://www.google.com/maps/place/Experimental+Vintage/data=!4m2!3m1!1s0x5495a70e83aff8cd:0x58f2ba7b80aa7738,🏷️ Thrift & vintage,
Cultural Blends,,https://www.google.com/maps/place/Cultural+Blends/data=!4m2!3m1!1s0x5495a1409c19de73:0x95a0c7b75eac4a7d,🏷️ Thrift & vintage,
"Mix Tape, Mixtape vintage",,"https://www.google.com/maps/place/Mix+Tape,+Mixtape+vintage/data=!4m2!3m1!1s0x5495a1a92c5e1f1f:0x2812d96595cb28a6",🏷️ Thrift & vintage,
flower,,https://www.google.com/maps/place/flower/data=!4m2!3m1!1s0x5495a16d4658ef39:0x76067904b152ede4,🏷️ Thrift & vintage,
Tantrum Vintage,,https://www.google.com/maps/place/Tantrum+Vintage/data=!4m2!3m1!1s0x5495a1fb9d9ae839:0xa3db4507f190a218,🏷️ Thrift & vintage,
Hello Sunshine Art + Vintage,,https://www.google.com/maps/place/Hello+Sunshine+Art+%2B+Vintage/data=!4m2!3m1!1s0x5495a15e3fc5d759:0x4155ff451fd92b25,🏷️ Thrift & vintage,
ARTIFACT: CREATIVE RECYCLE,,https://www.google.com/maps/place/ARTIFACT:+CREATIVE+RECYCLE/data=!4m2!3m1!1s0x5495a0888abea9ab:0xb0c07614235c28ac,🏷️ Thrift & vintage,
Parcera Vintage,,https://www.google.com/maps/place/Parcera+Vintage/data=!4m2!3m1!1s0x5495a14b4b4e9e49:0xe6e7493de9a34be8,🏷️ Thrift & vintage,
Mustard Seed Thrift Store & Book Nook,,https://www.google.com/maps/place/Mustard+Seed+Thrift+Store+%26+Book+Nook/data=!4m2!3m1!1s0x54950b0008f010eb:0x24aa908426ee3dba,🏷️ Thrift & vintage,
2nd Avenue Records,,https://www.google.com/maps/place/2nd+Avenue+Records/data=!4m2!3m1!1s0x54950a066e851a29:0x3b35cc277c80a6d8,💽 Record stores,
Everyday Music,,https://www.google.com/maps/place/Everyday+Music/data=!4m2!3m1!1s0x54950a02e4ef934f:0xfac59ce0e7892f87,💽 Record stores,
Tomorrow Records,,https://www.google.com/maps/place/Tomorrow+Records/data=!4m2!3m1!1s0x54950bc67f97c343:0x69a860702e39a800,💽 Record stores,
Melville Books,,https://www.google.com/maps/place/Melville+Books/data=!4m2!3m1!1s0x5495a7b1384fb8c9:0x9f8c0c4b2d6ab470,📚 Bookstores,
Wallace Books,,https://www.google.com/maps/place/Wallace+Books/data=!4m2!3m1!1s0x54950ac18f323ac1:0x927ec67c193757a,📚 Bookstores,
Daedalus Books,,https://www.google.com/maps/place/Daedalus+Books/data=!4m2!3m1!1s0x549509f711de62a1:0xa0c0db576d8b5764,📚 Bookstores,
Broadway Books,,https://www.google.com/maps/place/Broadway+Books/data=!4m2!3m1!1s0x5495a0ca9b531df1:0xf23a0806945ccc2f,📚 Bookstores,
Always Here Bookstore,,https://www.google.com/maps/place/Always+Here+Bookstore/data=!4m2!3m1!1s0x5495a7095250f737:0xb7b9a395829e17bc,📚 Bookstores,
Belmont Books,,https://www.google.com/maps/place/Belmont+Books/data=!4m2!3m1!1s0x5495a185880e7ebf:0xb1d80be20566c521,📚 Bookstores,
Revolutions Bookshop,,https://www.google.com/maps/place/Revolutions+Bookshop/data=!4m2!3m1!1s0x5495a9278d21a269:0x983fffa92e9d53c,📚 Bookstores,
Second Shapes Bookstore,,https://www.google.com/maps/place/Second+Shapes+Bookstore/data=!4m2!3m1!1s0x5495a70077c8d093:0xd64ac846790d5e20,📚 Bookstores,
Word Virus Books,,https://www.google.com/maps/place/Word+Virus+Books/data=!4m2!3m1!1s0x5495a12193f82bdb:0x92d7df216433539b,📚 Bookstores,
Nationale,,https://www.google.com/maps/place/Nationale/data=!4m2!3m1!1s0x5495a0a588ee74db:0x7ac44db9bf990d64,📚 Bookstores,
The Arc Thrift Store,,https://www.google.com/maps/place/The+Arc+Thrift+Store/data=!4m2!3m1!1s0x5495a1d2a178509f:0x10f5e9248ca4a1ff,🏷️ Thrift & vintage,
The Realm Refillery,,https://www.google.com/maps/place/The+Realm+Refillery/data=!4m2!3m1!1s0x5495a15492f23dfd:0xaa75b7c648b2454f,,
