Title,Note,URL,Tags,Comment
Han Oak Restaurant,,https://www.google.com/maps/place/Han+Oak+Restaurant/data=!4m2!3m1!1s0x5495a0b8488b3da5:0x8afd852df2e1dd5f,,
Mikiko Mochi Donuts,,https://www.google.com/maps/place/Mikiko+Mochi+Donuts/data=!4m2!3m1!1s0x5495098a8ac1c50b:0x62226f3ae73ff75b,🍰 Sweet treats,
Güero,,https://www.google.com/maps/place/G%C3%BCero/data=!4m2!3m1!1s0x5495a0be57da22db:0x36051eca18f8f166,,
Farag’s,,https://www.google.com/maps/place/Farag%E2%80%99s/data=!4m2!3m1!1s0x5495a1002ae78b11:0xb23a3aa97b7b6c4e,,
No Preference Coffee,,https://www.google.com/maps/place/No+Preference+Coffee/data=!4m2!3m1!1s0x5495a1adc350f3a9:0xadd8ea5dcf4a3306,☕️ Coffee,
Beulahland,,https://www.google.com/maps/place/Beulahland/data=!4m2!3m1!1s0x5495a0bf39ef5cc3:0xdf1efcf6a638d750,🍸 Beer & Cocktails,
Dear Sandy,,https://www.google.com/maps/place/Dear+Sandy/data=!4m2!3m1!1s0x5495a1633c18a3f5:0x57a9c46378edb798,🍸 Beer & Cocktails,
The Sports Bra,,https://www.google.com/maps/place/The+Sports+Bra/data=!4m2!3m1!1s0x5495a152d54bf5fd:0x1af2809b32a9e777,🍸 Beer & Cocktails,
Heavenly Creatures,,https://www.google.com/maps/place/Heavenly+Creatures/data=!4m2!3m1!1s0x5495a133dd78dd57:0x9018db03c1d14ef2,🍸 Beer & Cocktails,
Taste Tickler,,https://www.google.com/maps/place/Taste+Tickler/data=!4m2!3m1!1s0x5495a0b5382195fd:0xa9224ea166afc3ef,,
thơm® Portland,,https://www.google.com/maps/place/th%C6%A1m%C2%AE+Portland/data=!4m2!3m1!1s0x5495a742141479db:0x5260112319d702ac,,
Fat Kitty Ramen,,https://www.google.com/maps/place/Fat+Kitty+Ramen/data=!4m2!3m1!1s0x5495a737d3313b59:0x975cde7f34dd59fb,,
chelo,,https://www.google.com/maps/place/chelo/data=!4m2!3m1!1s0x5495a71898cde517:0x8e0317715d983eec,,
Urdaneta,,https://www.google.com/maps/place/Urdaneta/data=!4m2!3m1!1s0x5495a6dc28888bf1:0xa7d45436a3425256,,
Nate's Oatmeal Cookies,,https://www.google.com/maps/place/Nate's+Oatmeal+Cookies/data=!4m2!3m1!1s0x5495a153b8945687:0xa46b6f81eb9fcbac,🍃 Vegan;🍰 Sweet treats,
Kabba’s Kitchen,,https://www.google.com/maps/place/Kabba%E2%80%99s+Kitchen/data=!4m2!3m1!1s0x5495a7fa1380247d:0x103aef8df22b077,,
Kalé,,https://www.google.com/maps/place/Kal%C3%A9/data=!4m2!3m1!1s0x54950a1953ad94a3:0xb9874d5030e5a989,,
Mother's Bistro & Bar,,https://www.google.com/maps/place/Mother's+Bistro+%26+Bar/data=!4m2!3m1!1s0x54950a06702a5de5:0x880b0bcd938f8871,,
Waffle On A Stick,,https://www.google.com/maps/place/Waffle+On+A+Stick/data=!4m2!3m1!1s0x54950b78757dfb39:0xab4578df25896703,🍰 Sweet treats,
Eb & Bean NW,,https://www.google.com/maps/place/Eb+%26+Bean+NW/data=!4m2!3m1!1s0x54950997ff43551d:0x819b09be5bd8b291,🍃 Vegan;🍰 Sweet treats,
Negociant,,https://www.google.com/maps/place/Negociant/data=!4m2!3m1!1s0x5495094d7ff17a0b:0x56e629420ca68e50,,
Pine State Biscuits | NW 23rd,,https://www.google.com/maps/place/Pine+State+Biscuits+%7C+NW+23rd/data=!4m2!3m1!1s0x549509cfae5715a5:0xb057d7f332174b9c,🥞 Breakfast,
Stepping Stone Cafe,,https://www.google.com/maps/place/Stepping+Stone+Cafe/data=!4m2!3m1!1s0x549509e581c2c13d:0xe5b897a14ef3af75,🥞 Breakfast,
Tulip Shop Tavern,,https://www.google.com/maps/place/Tulip+Shop+Tavern/data=!4m2!3m1!1s0x5495a7254d32cf4f:0xcf41808287338887,🍸 Beer & Cocktails,
Birdie's,,https://www.google.com/maps/place/Birdie's/data=!4m2!3m1!1s0x5495a7005ee53a8b:0x4a29227baede92e7,🥞 Breakfast,
Native Bowl,,https://www.google.com/maps/place/Native+Bowl/data=!4m2!3m1!1s0x5495a76ca002b1b7:0xdedc1ff1e7a80e80,🍃 Vegan,
Pip's Original Doughnuts & Chai,,https://www.google.com/maps/place/Pip's+Original+Doughnuts+%26+Chai/data=!4m2!3m1!1s0x5495a6d2c8494931:0xb0ca4c4b82cf63eb,🍰 Sweet treats,
Rangoon Bistro (N),,https://www.google.com/maps/place/Rangoon+Bistro+(N)/data=!4m2!3m1!1s0x5495a7d05c889b15:0x1ac460e78fb0c847,,
Broder Nord,,https://www.google.com/maps/place/Broder+Nord/data=!4m2!3m1!1s0x5495a75a98aee2f3:0x57f94f542b5c37c9,🥞 Breakfast,
Gravy,,https://www.google.com/maps/place/Gravy/data=!4m2!3m1!1s0x5495a76bad32c0af:0x4caaadead7350eff,🥞 Breakfast,
Churn Cafe,,https://www.google.com/maps/place/Churn+Cafe/data=!4m2!3m1!1s0x5495a7b42627ed8f:0x8d0cb7eb1026092c,🥞 Breakfast,
The Meadow - N Mississippi Ave.,,https://www.google.com/maps/place/The+Meadow+-+N+Mississippi+Ave./data=!4m2!3m1!1s0x5495a76a111686f3:0x3bf0aec605b21330,🍰 Sweet treats,
Fly Awake Tea House,,https://www.google.com/maps/place/Fly+Awake+Tea+House/data=!4m2!3m1!1s0x5495a73a5537943f:0xc411446a632f4069,,
Function NE,,https://www.google.com/maps/place/Function+NE/data=!4m2!3m1!1s0x5495a711fb62c1c9:0x54bafb706676d9dc,🍸 Beer & Cocktails,
Artisserie Fine Bakery,,https://www.google.com/maps/place/Artisserie+Fine+Bakery/data=!4m2!3m1!1s0x54950949f11e0129:0xd003672fd5e5bd36,🍰 Sweet treats,
Little Griddle,,https://www.google.com/maps/place/Little+Griddle/data=!4m2!3m1!1s0x5495a1fd8e1ac92b:0xc93b1fb41589d3be,🥞 Breakfast,
MÅURICE,,https://www.google.com/maps/place/M%C3%85URICE/data=!4m2!3m1!1s0x54950a03c051c9e7:0x95721c1a7a39b826,,
Khao Moo Dang,,https://www.google.com/maps/place/Khao+Moo+Dang/data=!4m2!3m1!1s0x5495a133f5fff293:0x37541ad680dc3553,,
Wailua Shave Ice Portland,,https://www.google.com/maps/place/Wailua+Shave+Ice+Portland/data=!4m2!3m1!1s0x5495a09fb638826d:0x9319ecf13bf12148,🍰 Sweet treats,
Phuket Cafe,,https://www.google.com/maps/place/Phuket+Cafe/data=!4m2!3m1!1s0x549509833c9e4631:0xf0f13605647321eb,,
McMenamins Chapel Pub,,https://www.google.com/maps/place/McMenamins+Chapel+Pub/data=!4m2!3m1!1s0x5495a70e4a5c9423:0x8a4167f2cd8480a9,🍸 Beer & Cocktails,
Sweedeedee,,https://www.google.com/maps/place/Sweedeedee/data=!4m2!3m1!1s0x5495a70d8d7534dd:0xfcc31c3a84d345a3,🍰 Sweet treats,
Junior's Cafe,,https://www.google.com/maps/place/Junior's+Cafe/data=!4m2!3m1!1s0x54950a758b301a97:0xb8f565bd973285ba,🥞 Breakfast,
BREAD & HONEY CAFE,,https://www.google.com/maps/place/BREAD+%26+HONEY+CAFE/data=!4m2!3m1!1s0x5495a740895abcc5:0xd1b23e28d21c56f4,🥞 Breakfast,
Jam On Hawthorne,,https://www.google.com/maps/place/Jam+On+Hawthorne/data=!4m2!3m1!1s0x5495a09bd5c8878b:0xdf24089baecbf929,🥞 Breakfast,
Broder Söder,,https://www.google.com/maps/place/Broder+S%C3%B6der/data=!4m2!3m1!1s0x54950cf55fb46597:0xe4f46dd186463112,🥞 Breakfast;🍰 Sweet treats,
Better Half,,https://www.google.com/maps/place/Better+Half/data=!4m2!3m1!1s0x5495a7a436c1ff7b:0xece3fa21cce72549,🍃 Vegan;🥞 Breakfast,
Hengry Dumpling House,,https://www.google.com/maps/place/Hengry+Dumpling+House/data=!4m2!3m1!1s0x5495a75ae80a5c8b:0xe29d5d149969f81f,,
Coco Donuts & Coffee Williams,,https://www.google.com/maps/place/Coco+Donuts+%26+Coffee+Williams/data=!4m2!3m1!1s0x5495a7143540561f:0x505189a8b837c3e6,🍰 Sweet treats,
Ba Mee Thai Noodle House,,https://www.google.com/maps/place/Ba+Mee+Thai+Noodle+House/data=!4m2!3m1!1s0x5495a700409f529b:0xa764e4b495048350,,
Reel M Inn,,https://www.google.com/maps/place/Reel+M+Inn/data=!4m2!3m1!1s0x5495a083af087315:0xb3a682ad2f1d78df,🍸 Beer & Cocktails,
Eb & Bean SE,,https://www.google.com/maps/place/Eb+%26+Bean+SE/data=!4m2!3m1!1s0x5495a0842734cc35:0x152993d48856899b,🍃 Vegan;🍰 Sweet treats,
Oma's Hideaway,,https://www.google.com/maps/place/Oma's+Hideaway/data=!4m2!3m1!1s0x5495a1f8e8398df5:0x269b63bbb2c5f21,,
The Whole Bowl,,https://www.google.com/maps/place/The+Whole+Bowl/data=!4m2!3m1!1s0x5495a7408812756b:0x2d76aa3301f609d1,🍃 Vegan,
Tamale Boy Russell,,https://www.google.com/maps/place/Tamale+Boy+Russell/data=!4m2!3m1!1s0x5495a6fba5828c03:0xb52ccb9e75fe20e3,,
Eem - Thai BBQ & Cocktails,,https://www.google.com/maps/place/Eem+-+Thai+BBQ+%26+Cocktails/data=!4m2!3m1!1s0x5495a75a2a3cad39:0x864d1c31d67196fd,,
Happy Cup Coffee Bar,,https://www.google.com/maps/place/Happy+Cup+Coffee+Bar/data=!4m2!3m1!1s0x5495a78bcfb87ec5:0x6cc7c49448c970e4,☕️ Coffee,
Baka Umai,,https://www.google.com/maps/place/Baka+Umai/data=!4m2!3m1!1s0x5495a16b009afa3f:0xbfd28f5bcae4fc6b,,
Norah Belmont,,https://www.google.com/maps/place/Norah+Belmont/data=!4m2!3m1!1s0x5495a1a868cfdc11:0x3b8a28e9a8f90e5f,🍃 Vegan,
Bluto's,,https://www.google.com/maps/place/Bluto's/data=!4m2!3m1!1s0x5495a198f5670f4f:0xfda1b97ab1931088,,
Fair Weather,,https://www.google.com/maps/place/Fair+Weather/data=!4m2!3m1!1s0x54950b1e7a05163d:0xce6e35141fcbd73a,🥞 Breakfast,
Fifty Licks Ice Cream,,https://www.google.com/maps/place/Fifty+Licks+Ice+Cream/data=!4m2!3m1!1s0x54950a7880600093:0x50f03aff5542012e,🍰 Sweet treats,
Hat Yai Belmont,,https://www.google.com/maps/place/Hat+Yai+Belmont/data=!4m2!3m1!1s0x5495a13be7afccad:0xb5f4f9589f41d217,,
Kachka,,https://www.google.com/maps/place/Kachka/data=!4m2!3m1!1s0x5495a0a7485bfdcd:0x859a3a4e9e7497eb,,
Voysey,,https://www.google.com/maps/place/Voysey/data=!4m2!3m1!1s0x5495a14979dbb77f:0x52fc32e89c914bd9,🍸 Beer & Cocktails,
Loyal Legion,,https://www.google.com/maps/place/Loyal+Legion/data=!4m2!3m1!1s0x5495a0a731c090e9:0xbe761b29fb149550,🍸 Beer & Cocktails,
Desperados Sandwiches,,https://www.google.com/maps/place/Desperados+Sandwiches/data=!4m2!3m1!1s0x5495a701b5fb6457:0x20ab6b11565c0d90,,
Wonderwood Springs,,https://www.google.com/maps/place/Wonderwood+Springs/data=!4m2!3m1!1s0x5495a98b23072045:0xd1a25114a0fa241e,,
People's Food Co-op,,https://www.google.com/maps/place/People's+Food+Co-op/data=!4m2!3m1!1s0x54950a7f2e78bb17:0xa9cd2d1ea5d598f9,,
AKADI PDX,,https://www.google.com/maps/place/AKADI+PDX/data=!4m2!3m1!1s0x5495a73ed9cbb00b:0x2727dbacd9f12fa4,,
GNARLYS,,https://www.google.com/maps/place/GNARLYS/data=!4m2!3m1!1s0x5495a16a256b99d3:0x9c9ed667a8642d34,🍃 Vegan,
Epif,,https://www.google.com/maps/place/Epif/data=!4m2!3m1!1s0x5495a0b8a0498f05:0xf82b47b716bee457,🍃 Vegan,
ASTERA,,https://www.google.com/maps/place/ASTERA/data=!4m2!3m1!1s0x5495a132c73563af:0x1bc5e5c7036a8b7c,🍃 Vegan,
Jade Rabbit,,https://www.google.com/maps/place/Jade+Rabbit/data=!4m2!3m1!1s0x5495a16f422fec9b:0x26b57748e5038519,🍃 Vegan,
Boxcar Pizza,,https://www.google.com/maps/place/Boxcar+Pizza/data=!4m2!3m1!1s0x5495a1a95785b2b3:0x742d247e8945f55f,🍃 Vegan,
Mirisata,,https://www.google.com/maps/place/Mirisata/data=!4m2!3m1!1s0x5495a70e406c0fa9:0xcfbfbed82b29ec15,🍃 Vegan,
Lilla,,https://www.google.com/maps/place/Lilla/data=!4m2!3m1!1s0x5495a1dcf26d7eed:0x777b88c2ceb888de,🍃 Vegan,
Cooper's Co-op Cafe,,https://www.google.com/maps/place/Cooper's+Co-op+Cafe/data=!4m2!3m1!1s0x5495a16e466f100b:0x8d706b421398d13b,🍃 Vegan,
VeganO MexicanO pdx,,https://www.google.com/maps/place/VeganO+MexicanO+pdx/data=!4m2!3m1!1s0x5495a1aa5c523733:0xde9286601ab19b50,🍃 Vegan,
GNARLYS,,https://www.google.com/maps/place/GNARLYS/data=!4m2!3m1!1s0x5495a168bc66648d:0xc51d2e5724206903,🍃 Vegan,
TwentySix Cafe,,https://www.google.com/maps/place/TwentySix+Cafe/data=!4m2!3m1!1s0x5495a74821a88421:0x4e509a465552e6c0,☕️ Coffee,
Free House,,https://www.google.com/maps/place/Free+House/data=!4m2!3m1!1s0x5495a73a55b95fad:0x27faac4ff9e0775,🍸 Beer & Cocktails,
Mis Tacones,,https://www.google.com/maps/place/Mis+Tacones/data=!4m2!3m1!1s0x5495a73128ed4bd3:0xadd92c75b990ef5b,🍃 Vegan,
Obon Shokudo,,https://www.google.com/maps/place/Obon+Shokudo/data=!4m2!3m1!1s0x5495a0d75e155281:0x3f28bb4cb7a3b605,🍃 Vegan,
Feral,,https://www.google.com/maps/place/Feral/data=!4m2!3m1!1s0x5495a7be82135551:0x514bff44e900f4a7,🍃 Vegan,
Rabbits Cafe,,https://www.google.com/maps/place/Rabbits+Cafe/data=!4m2!3m1!1s0x54950a06b1767933:0x8a284be3ecfb849,🍃 Vegan,
Orange & Blossom Patisserie,,https://www.google.com/maps/place/Orange+%26+Blossom+Patisserie/data=!4m2!3m1!1s0x5495a1f33539c859:0xbcf5c1c0168b8921,🍃 Vegan;🍰 Sweet treats,
Hail Snail,,https://www.google.com/maps/place/Hail+Snail/data=!4m2!3m1!1s0x5495a74f1cf497eb:0xdef4e79f9aa92e13,🍃 Vegan;🍰 Sweet treats,
Kate's Ice Cream,,https://www.google.com/maps/place/Kate's+Ice+Cream/data=!4m2!3m1!1s0x5495a1bdf1d007cd:0x9bfec3bb644bc4cf,🍰 Sweet treats;🍃 Vegan,
Dirty Lettuce,,https://www.google.com/maps/place/Dirty+Lettuce/data=!4m2!3m1!1s0x5495a7e7399e29c3:0xa4d7ced203f7307e,🍃 Vegan,
Blossoming Lotus,,https://www.google.com/maps/place/Blossoming+Lotus/data=!4m2!3m1!1s0x5495a0b54502159b:0x925132f58dc91d24,🍃 Vegan,
Best Friend Juice Bar & Cafe,,https://www.google.com/maps/place/Best+Friend+Juice+Bar+%26+Cafe/data=!4m2!3m1!1s0x54950b3d85a7490d:0xb9172920d41c0124,🍃 Vegan,
Rad Magic Subs,,https://www.google.com/maps/place/Rad+Magic+Subs/data=!4m2!3m1!1s0x5495a12d5136f087:0x3fbe46c13880e452,🍃 Vegan,
DC Vegetarian,,https://www.google.com/maps/place/DC+Vegetarian/data=!4m2!3m1!1s0x5495a060766d294b:0x32cb72e2b19b4941,🍃 Vegan,
Chubby Bunny,,https://www.google.com/maps/place/Chubby+Bunny/data=!4m2!3m1!1s0x5495a15478bcba7b:0xc85c392ea2b28edb,🍃 Vegan;🚚 Food carts;🥞 Breakfast,
Ben & Esther’s Vegan Delicatessen,,https://www.google.com/maps/place/Ben+%26+Esther%E2%80%99s+Vegan+Delicatessen/data=!4m2!3m1!1s0x5495a77494203d7f:0x6ca39ad5b313d45,🍃 Vegan,
Ramblin' Rose Vegan Ice Cream Truck,,https://www.google.com/maps/place/Ramblin'+Rose+Vegan+Ice+Cream+Truck/data=!4m2!3m1!1s0x5495a717709b7d29:0xc646fb48fdcd14e3,🍃 Vegan;🍰 Sweet treats,
Mississippi Pizza & Atlantis Lounge,Has vegan pizza,https://www.google.com/maps/place/Mississippi+Pizza+%26+Atlantis+Lounge/data=!4m2!3m1!1s0x5495a742025c24f5:0xec1171e1d5116c53,🍃 Vegan,
Face Plant,,https://www.google.com/maps/place/Face+Plant/data=!4m2!3m1!1s0x5495a775c783a68d:0x1fe64b181a547823,🍃 Vegan,
No Clucks,,https://www.google.com/maps/place/No+Clucks/data=!4m2!3m1!1s0x5495a76fef1c49a7:0x2eb381583a6ddc82,🍃 Vegan;🚚 Food carts,
Secret Pizza Society,,https://www.google.com/maps/place/Secret+Pizza+Society/data=!4m2!3m1!1s0x5495a1ddc1269237:0xb9f404c4ef361288,🍃 Vegan,
Barista,,https://www.google.com/maps/place/Barista/data=!4m2!3m1!1s0x549509f8cea1d88b:0xc17e2908aff5ebbc,☕️ Coffee,
Abba Coffee Roasters,,https://www.google.com/maps/place/Abba+Coffee+Roasters/data=!4m2!3m1!1s0xa3d78282a982d8b9:0xd2d2f4215d283c15,☕️ Coffee,
Water Avenue Coffee Company,,https://www.google.com/maps/place/Water+Avenue+Coffee+Company/data=!4m2!3m1!1s0x54950b00684951d7:0x22fa11b20aa06038,☕️ Coffee,
Less and More Coffee ii,,https://www.google.com/maps/place/Less+and+More+Coffee+ii/data=!4m2!3m1!1s0x54950bb866d42245:0xa2d795c5b1007ccf,☕️ Coffee,
Sunny Day Coffee & Pastry,,https://www.google.com/maps/place/Sunny+Day+Coffee+%26+Pastry/data=!4m2!3m1!1s0x549512337b6f09a1:0xaffe8565d3b027ab,☕️ Coffee,
The Dragonfly Coffee House,,https://www.google.com/maps/place/The+Dragonfly+Coffee+House/data=!4m2!3m1!1s0x549509e5da10f0c7:0x24648f5468257028,☕️ Coffee,
Sterling Coffee Roasters,,https://www.google.com/maps/place/Sterling+Coffee+Roasters/data=!4m2!3m1!1s0x549509f73c9e6eef:0x88054f9974a67025,☕️ Coffee,
Barista,,https://www.google.com/maps/place/Barista/data=!4m2!3m1!1s0x549509f059c61c59:0xdc97a1c440e95ac0,☕️ Coffee,
Coffee Time,,https://www.google.com/maps/place/Coffee+Time/data=!4m2!3m1!1s0x549509f0a8776b07:0x27d522da6baac463,☕️ Coffee,
Good Coffee,,https://www.google.com/maps/place/Good+Coffee/data=!4m2!3m1!1s0x54950915d8ecd071:0x8fcc5fd9bf6d1d6,☕️ Coffee,
Lei Brilla,,https://www.google.com/maps/place/Lei+Brilla/data=!4m2!3m1!1s0x5495093c45cb0515:0x9f7ff5dddef26,☕️ Coffee,
Prince Coffee,,https://www.google.com/maps/place/Prince+Coffee/data=!4m2!3m1!1s0x549509efc4dcaebd:0x98957fa3f80ee7b5,☕️ Coffee,
Cycle Town Coffee Roasters,,https://www.google.com/maps/place/Cycle+Town+Coffee+Roasters/data=!4m2!3m1!1s0x54959882e02759bf:0xc04d5c1364b53296,☕️ Coffee,
Deadstock Coffee Roasters,,https://www.google.com/maps/place/Deadstock+Coffee+Roasters/data=!4m2!3m1!1s0x54950bfd3c29a81b:0x843c92bf72e4ed1d,☕️ Coffee,
Workers Tap & Cafe,,https://www.google.com/maps/place/Workers+Tap+%26+Cafe/data=!4m2!3m1!1s0x5495a133a31dd3d1:0xca7a71a5302e50c5,☕️ Coffee,
