Title,Note,URL,Tags,Comment
Leavenworth,"Patrick suggests, Bavarian themed and great sausages and pastries ",https://www.google.com/maps/place/Leavenworth/data=!4m2!3m1!1s0x549a4d92a4f8f98d:0xa14f95fb0abfef7e,,
Heather Lake Trail,,https://www.google.com/maps/place/Heather+Lake+Trail/data=!4m2!3m1!1s0x549ab59737b7c603:0xccedd882fc632c64,,
Mt Chaval,,https://www.google.com/maps/place/Mt+Chaval/data=!4m2!3m1!1s0x5484d14f79709fdb:0xe0a83202f4aacd18,,
Green Mountain Lookout,,https://www.google.com/maps/place/Green+Mountain+Lookout/data=!4m2!3m1!1s0x549b2ca897c0e101:0xe4af32d0dfe65a28,,
Henry M. Jackson Wilderness,,https://www.google.com/maps/place/Henry+M.+Jackson+Wilderness/data=!4m2!3m1!1s0x549addb3ca6ce2fd:0xd9f391836b35fd84,,
Little Wenatchee Ford Trailhead,,https://www.google.com/maps/place/Little+Wenatchee+Ford+Trailhead/data=!4m2!3m1!1s0x549ae152de268717:0x6d288f084a19bb2c,,
Poet Ridge Trailhead,,https://www.google.com/maps/place/Poet+Ridge+Trailhead/data=!4m2!3m1!1s0x549ae3913cb882dd:0x41e777119c2988ef,,
Lake Creek Campground - Little Wenatchee River,,https://www.google.com/maps/place/Lake+Creek+Campground+-+Little+Wenatchee+River/data=!4m2!3m1!1s0x549ae36e3f670e35:0x688b6967eaea6973,,
Rainy Creek Campground,,https://www.google.com/maps/place/Rainy+Creek+Campground/data=!4m2!3m1!1s0x549afcc64f299639:0x863729b55a63c7db,,
Dirty Face Trail,,https://www.google.com/maps/place/Dirty+Face+Trail/data=!4m2!3m1!1s0x549b023ecc24df23:0xc0de2ee93027af88,,
French Creek Campground,,https://www.google.com/maps/place/French+Creek+Campground/data=!4m2!3m1!1s0x549a59a7f3843907:0xfcf8bf147679c580,,
Icicle Gorge Trailhead,,https://www.google.com/maps/place/Icicle+Gorge+Trailhead/data=!4m2!3m1!1s0x549a5a19da415611:0x7a977a85dec741dd,,
Chatter Creek Campground,,https://www.google.com/maps/place/Chatter+Creek+Campground/data=!4m2!3m1!1s0x549a5a1040b2a3b1:0xb17b12ce67c2a4c7,,
Chatter Creek Trailhead,,https://www.google.com/maps/place/Chatter+Creek+Trailhead/data=!4m2!3m1!1s0x549a5a1a3f0ec0b1:0x98d35b0a066d1466,,
Lower Johnny Creek Campground,,https://www.google.com/maps/place/Lower+Johnny+Creek+Campground/data=!4m2!3m1!1s0x549a50601c51a591:0x9a22317ce4284230,,
Fourth of July Trailhead,,https://www.google.com/maps/place/Fourth+of+July+Trailhead/data=!4m2!3m1!1s0x549a5015cc94e2ef:0xade5b387a890874f,,
Bridge Creek Group Site,,https://www.google.com/maps/place/Bridge+Creek+Group+Site/data=!4m2!3m1!1s0x549a4fe1b8d62c03:0xea42c0d286563ace,,
Bridge Creek Campground,,https://www.google.com/maps/place/Bridge+Creek+Campground/data=!4m2!3m1!1s0x549a4fe1b8d62c03:0x8cf306176c619ffa,,
Eightmile Campground,,https://www.google.com/maps/place/Eightmile+Campground/data=!4m2!3m1!1s0x549a4faf5ec48c49:0x64b51efd1ce5298e,,
Icicle Ridge Trailhead,,https://www.google.com/maps/place/Icicle+Ridge+Trailhead/data=!4m2!3m1!1s0x549a5a19eb81c8e7:0x47db884c58fc0d,,
Snow Lakes Trailhead,,https://www.google.com/maps/place/Snow+Lakes+Trailhead/data=!4m2!3m1!1s0x549a4e550e740407:0x94a376353e3d826f,,
Mount Catherine Trailhead,,https://www.google.com/maps/place/Mount+Catherine+Trailhead/data=!4m2!3m1!1s0x549a781cb7419be5:0xbdabf04de3ac2f10,,
North Cascades Visitor Center,,https://www.google.com/maps/place/North+Cascades+Visitor+Center/data=!4m2!3m1!1s0x5484eab9c10ea0a9:0xb82006fb5d3f24a,,
Mazama,,https://www.google.com/maps/place/Mazama/data=!4m2!3m1!1s0x5483537fbb9e3e41:0x73f3b923e86b8876,,
Blue Lake Trailhead,,https://www.google.com/maps/place/Blue+Lake+Trailhead/data=!4m2!3m1!1s0x5484ac56dff9a9d9:0x21d2336eec6f02ea,,
Maple Pass Trailhead,,https://www.google.com/maps/place/Maple+Pass+Trailhead/data=!4m2!3m1!1s0x5484ad9309b675f7:0x2381397e1ecc2bac,,
Snoqualmie Pass,,https://www.google.com/maps/place/Snoqualmie+Pass/data=!4m2!3m1!1s0x549a79d924617fb3:0x7443a2ee5b27f679,,
Kulshan Campground,"First come first served, showers",https://www.google.com/maps/place/Kulshan+Campground/data=!4m2!3m1!1s0x5484e37e409fe103:0xb22944e16c05c984,,
Ross Lake National Recreation Area,,https://www.google.com/maps/place/Ross+Lake+National+Recreation+Area/data=!4m2!3m1!1s0x54849118b34b3c2d:0x7fc3829c51404165,,
Diablo Lake,,https://www.google.com/maps/place/Diablo+Lake/data=!4m2!3m1!1s0x5484961528712d95:0x81760628eefb8454,,
Baker Lake Trail,,https://www.google.com/maps/place/Baker+Lake+Trail/data=!4m2!3m1!1s0x5484e55d6ab80b9f:0xb0c246d6961dd8c0,,
Painted Hills,,https://www.google.com/maps/place/Painted+Hills/data=!4m2!3m1!1s0x54bc051cab41fe65:0xa1b1ffc4a2c07158,,
Colville National Forest,,https://www.google.com/maps/place/Colville+National+Forest/data=!4m2!3m1!1s0x5362864401f1d639:0x1156ba5ea51adc63,,
Bend,,https://www.google.com/maps/place/Bend/data=!4m2!3m1!1s0x54b8c0ffa5d3d251:0x1088e7acc720d1b4,,
Idaho Panhandle National Forests,,https://www.google.com/maps/place/Idaho+Panhandle+National+Forests/data=!4m2!3m1!1s0x536145cfd8cc9c7f:0x7cb620695d18a48a,,
Umatilla National Forest,,https://www.google.com/maps/place/Umatilla+National+Forest/data=!4m2!3m1!1s0x54a3028b3ef338bb:0xd5a712eedcacbb01,,
Kaniksu National Forest,,https://www.google.com/maps/place/Kaniksu+National+Forest/data=!4m2!3m1!1s0x5363b37a57aa220d:0x6872e7f83b131132,,
Selway-Bitterroot Wilderness,,https://www.google.com/maps/place/Selway-Bitterroot+Wilderness/data=!4m2!3m1!1s0x535929f7d0256187:0xc0e2967d4eda4f8d,,
Payette National Forest,,https://www.google.com/maps/place/Payette+National+Forest/data=!4m2!3m1!1s0x54a659e630979ba1:0xf6c57ac86a94e6f6,,
Hells Canyon Overlook,,https://www.google.com/maps/place/Hells+Canyon+Overlook/data=!4m2!3m1!1s0x54a421c876de0587:0xb08558946de3aa80,,
Salmon-Challis National Forest,,https://www.google.com/maps/place/Salmon-Challis+National+Forest/data=!4m2!3m1!1s0x54a82d1fafd53d23:0x2522fcf6594effed,,
North Cascades National Park,,https://www.google.com/maps/place/North+Cascades+National+Park/data=!4m2!3m1!1s0x548512b8506cf411:0x52084fb0ae6433ed,,
Mt. Baker-Snoqualmie National Forest,,https://www.google.com/maps/place/Mt.+Baker-Snoqualmie+National+Forest/data=!4m2!3m1!1s0x5484dac629c1c5eb:0x6af9b3074e327675,,
Wallowa-Whitman National Forest,,https://www.google.com/maps/place/Wallowa-Whitman+National+Forest/data=!4m2!3m1!1s0x54a6b3090f7a83d9:0x53503aa2536b9977,,
